eg_property_id,facet,review_idx,semantic_score,threshold,cos_negative,cos_positive,neg_delta,cos_listing,neg_hint,validated_conflict_score,acquisition_date,review_snippet
823fb2499b4e37d99acb65e7198e75965d6496fd1c579f976205c0e6179206df,know_before_you_go,508,0.4716728925704956,0.4,0.4790215492248535,0.265392929315567,0.2136286199092865,0.3420528173446655,1,0.07307226955890656,2023-11-16,"1. the sink is too low & the faucet too high that water always spout out of the sink.
2. the frame in bathroom was rotten at room# 703.
3. air condition was fail for several rooms without any reason.
4. extra charge euro$60 for city/local t"
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,amenities_parking,3623,0.661582350730896,0.45,0.668124794960022,0.5077479481697083,0.16037684679031372,0.3748592138290405,1,0.06011873856186867,2023-03-16,"parking is a problem . the spaces are to few and are very difficult to get  into.
,"
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,know_before_you_go,986,0.44056615233421326,0.4,0.4514862895011902,0.2911245822906494,0.16036170721054077,0.35550177097320557,1,0.05700886994600296,2024-04-23,the hotel itself needs some upgrades for the prices they charging. the front door was boarded up cause the front door glass was broken. a little noisy by the freeway
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,amenities_parking,990,0.5210541486740112,0.45,0.5217172503471375,0.3980906009674072,0.12362664937973022,0.4596443474292755,1,0.05682428926229477,2023-03-02,not enough parking. we had to park our uhual wth a car being pulled at in of building in a gas station parking lot and some one parked right behind us and it was very difficult to get out. hotel staff didn’t take its plate number like they 
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,amenities_parking,1253,0.6192015409469604,0.45,0.6171407699584961,0.4930896461009979,0.12405112385749817,0.4224487543106079,1,0.05240524187684059,2024-02-13,"very difficult to access, parking is tight, room was cramped and lacked amenities,"
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,check_in,509,0.5423526167869568,0.45,0.4970987141132355,0.37235027551651,0.12474843859672546,0.38789865374565125,1,0.048389751464128494,2023-03-02,"several members of staff had a poor attitude.. 1. i was told over the phone that we could check in at 1:30. 
the front desk curtly told me not before 2pm. 
2. after waiting 10 minutes for her to get off the phone, i was told that they did"
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,check_in,2871,0.4841236472129822,0.45,0.47297221422195435,0.32924550771713257,0.14372670650482178,0.3329267203807831,1,0.047850459814071655,2023-03-16,"1. early checkin was a disaster. first i had to wait for 40 minutes and then to be told it would be another 30 minutes. i don't think so.
2. restaurant staff is very poorly trained (even the chef showed up late one morning)
3. the amenities"
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,check_in,2116,0.6434676051139832,0.45,0.5911449790000916,0.4710700511932373,0.12007492780685425,0.39330756664276123,1,0.047226376831531525,2023-03-02,check- in was at 3pm .. they checked us in but the room was not ready at all!! we were made to wait for almost an hour in the corridor because the room was in the 3rd floor and it was a hassle for us to go down again with all of our luggage
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,children_extra_bed,396,0.5018594264984131,0.45,0.5413451194763184,0.4460412859916687,0.09530383348464966,0.4926912188529968,1,0.04695536196231842,2023-10-22,"it was okay. the room service food was average and there was no kid's menu. the furniture was nice but rundown. it was mostly clean but minor issues here and there. the pool and hot tub had a lot of debris in them, including dead flies. the"
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,know_before_you_go,2725,0.4028836488723755,0.4,0.3904132843017578,0.24663427472114563,0.14377900958061218,0.32356029748916626,1,0.046521179378032684,2024-11-05,"this was the worst experience ever in a hotel!!!  hotel room was in total disrepair. shower didn't work - only scalding hot water would come out, toilet made noise, and paper-thin walls could easily hear guests next room over, and had to sw"
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,amenities_wifi,1027,0.5163522958755493,0.4,0.5160435438156128,0.4157772958278656,0.10026624798774719,0.43508273363113403,1,0.043624114245176315,2024-02-27,toilet not working properly.  wireless very slow. used wireless from hotel next door.  elevator sooo slow. room was not as pictured not a suite as reserved
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,know_before_you_go,2089,0.4306907653808594,0.4,0.4341777563095093,0.3039422333240509,0.13023552298545837,0.326896607875824,1,0.04257354885339737,2023-03-02,"property is under construction, so lots of amenities are being moved around. the rooms are small and the bathrooms are poorly designed"
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,check_out,2745,0.47829556465148926,0.4,0.46226751804351807,0.34132450819015503,0.12094300985336304,0.33097782731056213,1,0.04002945497632027,2025-04-02,inflexible. entered a reservation for wrong date in error. property refuses to honor change request and charged $200! penalty despite being contacted within an hour of the mistaken reservation entry
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,know_before_you_go,3479,0.4049610197544098,0.4,0.4322909116744995,0.2780812978744507,0.15420961380004883,0.25841182470321655,1,0.03984958678483963,2023-03-16,"trust me, the room looks bigger in the pictures then for real.  nothing big.  you get what you pay for.  my husband had to finish some work when we discovered that the internet for the whole hotel was out and had been out all week.  we were"
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,know_before_you_go,2995,0.402053564786911,0.4,0.454839289188385,0.3238900303840637,0.1309492588043213,0.2974415123462677,1,0.03894974663853645,2023-03-02,"wifi was limited to non existent on their unsecured network. caulking around tub was old and cracked. there were rust stains on the shower walls, damaged floor tiles and a toilet tank cover that was the wrong size for the tank. hotel’s loca"
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,check_in,2785,0.5081536769866943,0.45,0.4435785412788391,0.30041933059692383,0.14315921068191528,0.25724947452545166,1,0.036827631294727325,2025-05-11,restaurant was very slow. the breakfast
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,check_in,1151,0.47338318824768066,0.45,0.45803725719451904,0.35566434264183044,0.1023729145526886,0.3480258584022522,1,0.03562842309474945,2023-03-02,"tried to check in late night and they said their system was down. we had to find another hotel at 1:30am. i contacted expedia the next day for a refund and the hotel reported that we stayed there. when i called the hotel to sort it out, the"
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,amenities_pool,195,0.4538959264755249,0.45,0.5359542369842529,0.426969975233078,0.10898426175117493,0.32579952478408813,1,0.035507019609212875,2023-07-27,paint was falling from the ceiling above the pool. ac was not working in pool room. bathrooms were out of order and disgusting. floors and bathroom were dirty. we found old food on the floor of our room. mold in areas of the hotel. trash ca
3216b1b7885bffdb336265a8de7322ba0cd477cfb3d4f99d19acf488f76a1941,check_out,1928,0.49085837602615356,0.4,0.5352184176445007,0.4135391116142273,0.12167930603027344,0.2904341518878937,1,0.035339824855327606,2023-03-02,not good. i didn’t even check in that night an i was charged the holed amount i think that’s right
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,check_in,3065,0.5529599785804749,0.45,0.5171359777450562,0.4068194627761841,0.11031651496887207,0.31906241178512573,1,0.03519785404205322,2023-03-02,i'll pass. get to the place after driving an hour and a half and there's no parking anywhere. walk in the lobby and there's a line of people scattered around the dusty jumbled up furniture waiting to be assisted. 15 min later we all are sti
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,amenities_breakfast,2725,0.4157443940639496,0.4,0.4181002974510193,0.3248436152935028,0.09325668215751648,0.3765508532524109,1,0.03511588275432587,2024-11-05,"this was the worst experience ever in a hotel!!!  hotel room was in total disrepair. shower didn't work - only scalding hot water would come out, toilet made noise, and paper-thin walls could easily hear guests next room over, and had to sw"
3216b1b7885bffdb336265a8de7322ba0cd477cfb3d4f99d19acf488f76a1941,know_before_you_go,691,0.5131300687789917,0.4,0.48092198371887207,0.3750472664833069,0.10587471723556519,0.33124321699142456,1,0.035070281475782394,2023-11-16,"there were roaches in the restroom.  not enough parking, we were allowed to park in the handicap parking spots.  the key cards didn’t work, but it wasn’t the cards it was the card reader that was broken, so we had to get someone from the fr"
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,amenities_breakfast,2221,0.5532708168029785,0.4,0.5588772296905518,0.46946221590042114,0.08941501379013062,0.3894791007041931,1,0.03482528030872345,2023-06-14,"got in an midnight, woke up for breakfast at 8am and there was absolutely nothing ready. made a waffle and they had no syrup and made a rude remark when i asked. there were no coffee cups to make a coffee. pool was closed for cleaning so di"
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,amenities_breakfast,1009,0.40904268622398376,0.4,0.4245583117008209,0.3246726393699646,0.09988567233085632,0.34626609086990356,1,0.03458702191710472,2023-03-16,staff was almost unavailable. no toilet paper in the room. no extra bedding for the fold out hardly any towels in the room. vending machines were empty. clean but missing a lot of the typical extras. staff was nice but hard to find
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,amenities_parking,1722,0.49155092239379883,0.45,0.47412580251693726,0.39679157733917236,0.07733422517776489,0.44088214635849,1,0.03409527987241745,2023-03-02,"very difficult to get in and out of parking. smal, small indoor pool with smokers outside in tiny area. located on a very busy street and right next to highway; so noisy. no clock in the room. hardly any outlets in the room. archaic bathroo"
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,check_in,3715,0.47359415888786316,0.45,0.46502137184143066,0.31882157921791077,0.1461997926235199,0.23290297389030457,1,0.03405036777257919,2023-03-02,the rooms were old and the bathrooms were not up to date. tile was scroungy and tub was dingy. there was no housekeeping at all so the garbage was overflowed. the elevator was extremely slow. and my credit card was charged twice for the sam
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,amenities_breakfast,1079,0.5847944617271423,0.4,0.5530816316604614,0.4824504852294922,0.07063114643096924,0.47931310534477234,1,0.03385443240404129,2023-03-07,half used amenities. shower leaked. half ingredients on the menu missing for breakfast - had to go somewhere else for breakfast. comfortable enough but not much attention to detail
3216b1b7885bffdb336265a8de7322ba0cd477cfb3d4f99d19acf488f76a1941,amenities_parking,591,0.5039986968040466,0.45,0.43967950344085693,0.3347432017326355,0.10493630170822144,0.3209330439567566,1,0.03367752581834793,2023-10-30,it was an expensive place to stay
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,check_in,174,0.4543529748916626,0.45,0.4351527690887451,0.31735485792160034,0.11779791116714478,0.2858297824859619,1,0.033670149743556976,2023-03-02,"terrible! room was dirty, had to wait 20 minutes to get toilet paper, blood stain on the floor, pillows tiny and only one per person. pool was dirty and the smoking area just outside so it smelled of smoke. oh, and housekeeping knocked on t"
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,know_before_you_go,4090,0.42423614859580994,0.4,0.428087055683136,0.34247151017189026,0.08561554551124573,0.37140655517578125,1,0.03179817646741867,2026-02-06,the owners of this property dooes not spend any money on maintenance. indoor pool with broken heater. room was ok with the exception of the bathroom. shower rod looked like it was used as a chin up bar and no liner for the shower curtain. n
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,check_out,3911,0.5715259313583374,0.4,0.5631586313247681,0.4704485833644867,0.09271004796028137,0.3349089026451111,1,0.031049421057105064,2025-12-29,limited amenities and charged extra cleaning fees for no reason when we asked during checkout
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,amenities_breakfast,3765,0.43894580006599426,0.4,0.3661794066429138,0.2815445065498352,0.08463490009307861,0.36433422565460205,1,0.030835390090942383,2025-12-26,"our stay did t meet our expectations for these reasons:
room had missing knob to hang clothes and toilet was slow functioning for flush. bed comfortable and room was clean and quiet. spa we had great massages but unable to use the amenities"
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,know_before_you_go,2823,0.4128250479698181,0.4,0.4139392673969269,0.30988019704818726,0.10405907034873962,0.2960974872112274,1,0.030811628326773643,2025-04-10,"disappointing stay – not worth the money.
the room was noisy, and i could clearly hear traffic from outside. there were no slippers, and the floor felt sticky. overall, it didn’t meet expectations for the price."
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,amenities_breakfast,3498,0.4273325204849243,0.4,0.3938156068325043,0.3082396388053894,0.08557596802711487,0.3565296530723572,1,0.030510369688272476,2023-03-02,iron in the room wasn’t working. they didn’t provide us crib and microwave even when we called for it in advance. they just gave us pack & play. number of power outlets were limited
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,know_before_you_go,4036,0.49567514657974243,0.4,0.47481751441955566,0.3880573809146881,0.08676013350486755,0.34839656949043274,1,0.03022693283855915,2023-03-16,"hello,
this property is under construction and as we were not informed, i am looking into a discount from the $253. the lobby was closed, there was a crew of workmen outside my window in an inaccessible alley at 8 a.m., and we had to walk t"
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,amenities_parking,2592,0.5173019766807556,0.45,0.5414448976516724,0.471621036529541,0.06982386112213135,0.4293047785758972,1,0.02997571788728237,2023-03-02,not enough parking could use some updates
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,know_before_you_go,2306,0.507861852645874,0.4,0.45235979557037354,0.35465139150619507,0.09770840406417847,0.30474764108657837,1,0.029776405543088913,2023-03-02,"stuff  very friendly. a lot of noise from other rooms, ac from another rooms you can hear at night times was giving me a hard time to sleep, and also noise from the busy street. not to mention expensive $150 for a night on wednesday"
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,check_in,2465,0.4916257858276367,0.45,0.46810421347618103,0.3871147334575653,0.08098948001861572,0.35685670375823975,1,0.028901638463139534,2023-03-02,beautiful facility...breakfast service was a little slow. one staff member was overwhelmed
3216b1b7885bffdb336265a8de7322ba0cd477cfb3d4f99d19acf488f76a1941,know_before_you_go,1768,0.4674406945705414,0.4,0.43714189529418945,0.29258424043655396,0.1445576548576355,0.19943439960479736,1,0.028829768300056458,2024-10-19,"neighbors we’re noisy, i had to stay another night and giving me hard time to match the price"
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,know_before_you_go,4005,0.42545464634895325,0.4,0.3938009738922119,0.2829936444759369,0.11080732941627502,0.2593550980091095,1,0.028738446533679962,2025-09-29,the beds were very hard did not sleep good especially from the street noise smallest bathroom i have ever seen in a hotel could not even use the cart for luggage do to many different levels of rooms on each floor and elevator only stops at 
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,amenities_breakfast,1937,0.437502920627594,0.4,0.42342454195022583,0.31908029317855835,0.10434424877166748,0.27369898557662964,1,0.028558915480971336,2023-03-28,check in was disappointing. i was given a key to an occupied room
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,know_before_you_go,314,0.46208128333091736,0.4,0.3998418152332306,0.3032058775424957,0.09663593769073486,0.294930100440979,1,0.02850084751844406,2023-03-02,"my husband called to make a reservation the day before and was told they would have a room for us facing away from the expressway because this is where most of the noise occurs. 
   when we arrived at noon the next day, we were told they di"
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,check_out,1719,0.4406537115573883,0.4,0.41263893246650696,0.30879831314086914,0.10384061932563782,0.2701617181301117,1,0.028053760528564453,2023-03-02,"room was only supposed to be $110 and they charged me $161 which was way out of my price range. i know that the rate could possibly go up, but that is a bit much. ive had to pay extra in the past at other places but it was never more than $"
3216b1b7885bffdb336265a8de7322ba0cd477cfb3d4f99d19acf488f76a1941,know_before_you_go,2702,0.4103890061378479,0.4,0.40756556391716003,0.29846352338790894,0.1091020405292511,0.25460392236709595,1,0.027777807787060738,2024-08-16,"it was an okay room, ac was in poor working conditions hardly got room cold. bathroom had a ringing noise when lights were on and it felt pretty cramped up in there"
